_id,permit_number,s_name,s_address,city,z_code,p_fee,pa_license_no,contractor_name,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,status,latitude,longitude
7254909,UND190013,RESIDENCE,560  DORSEYVILLE RD,PITTSBURGH,15238,0,921,GRAY WASTE MANAGEMENT CORPORATION,REMOVE EXTERIOR BOILER INSULATION IN BASEMENT,80,f,2019-02-07,2020-02-06,JOE YAKUBISIN,t,f,2020-02-06,UND,COMPLETE,40.531842,-79.9138395
7254910,UND190246,VACANT RESIDENCE,3521  SHADELAND AVE,PITTSBURGH,15212,0,921,GRAY WASTE MANAGEMENT CORPORATION,REMOVE FLOOR TILE/MASTIC IN 1ST FLOOR KITCHEN AND FLOOR TILES IN LIVING & DINING ROOMS AND ENTRYWAY ON 1ST FLOOR,900,f,2019-12-18,2020-12-17,JOE YAKUBISIN,t,f,2020-12-17,UND,COMPLETE,40.479777,-80.034561
7254911,UND190251,FORMER EAT 'N PARK,301 CHARTIERS AVE,MCKEES ROCKS,15136,0,921,GRAY WASTE MANAGEMENT CORPORATION,FLOOR TILE IN 2ND FLOOR CLOSET AND STORAGE ROOM,149,f,2019-09-23,2019-12-23,JOE YAKUBISIN,t,f,2019-12-23,UND,COMPLETE,40.464099,-80.0579475
7254912,UND210010,MELLON INSTITUTE PFENNING LAB,4400  5TH AVE,PITTSBURGH,15213,0,921,GRAY WASTE MANAGEMENT CORPORATION,REMOVE FIFTH FLOOR ASSUMED ACM DEBRIS,20,f,2021-02-12,2021-02-11,ELIZABETH LETURGEY,t,f,2021-02-11,UND,COMPLETE,40.446108,-79.951059
7254913,UND210042,COLFAX 2-8,2332 BEECHWOOD BLVD,PITTSBURGH,15217,0,921,GRAY WASTE MANAGEMENT CORPORATION,REMOVE FLOOR TILE & MASTIC FROM TELECOMMUNICATION ROOM; FAN ROOM 9A AND POOL PASSAGE 3,105,t,2021-05-19,2022-05-18,ELIZABETH LETURGEY,t,f,2022-05-18,UND,COMPLETE,40.433058,-79.9153605
7254914,DEM190227,BETTIS ATOMIC LABORATORY,814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,15122,0,919,"FLUOR MARINE PROPULSION, LLC",DEMOLITION OF A METAL 10' X 10' SHED WITH AN EXCAVATOR AND PLACE IN A SCRAP METAL HOPPER. DEMOLITION WILL ALSO INCLUDE REMOVAL OF TH CONCRETE PAD,100,f,2019-07-29,2019-08-09,JOE YAKUBISIN,t,f,2019-08-09,DEM,COMPLETE,40.357224,-79.899138
7254915,PAA140025,DUQUESNE LIGHT COMPANY,2645 NEW BEAVER AVE.,PITTSBURGH,15233,650,918,DUQUESNE LIGHT COMPANY,O&M PLAN FOR MANHOLES;VAULTS AND SUBSTATIONS,,t,2014-01-01,2014-01-31,JOE YAKUBISIN,t,f,2014-01-31,PAA,COMPLETE,40.465188,-80.0369235
7254916,PAA140166,PENN LINCOLN HOTEL,739 PENN AVE.,WILKINSBURG,15221,650,917,DORE & ASSOCIATES,TSI;DEBRIS;VAT THROUGHOUT BUILDING;ROOFING AND WINDOW CAULKING/GLAZE,63435,f,2014-04-21,2014-09-30,JOE YAKUBISIN,t,f,2014-06-23,PAA,COMPLETE,40.443552,-79.883631
7254917,PAA170018,DUQUESNE LIGHT COMPANY,2645  NEW BEAVER AVE,PITTSBURGH,15233,650,918,DUQUESNE LIGHT COMPANY,O&M PLAN,,t,2017-01-01,2017-12-31,JOE YAKUBISIN,t,f,2017-12-31,PAA,COMPLETE,40.465188,-80.0369235
7254918,PAA170620,RESIDENCE/COMMERCIAL 624 E. OHIO STREET,624 E OHIO ST,PITTSBURGH,15212,450,917,DORE & ASSOCIATES,REMOVE & DISPOSE OF WINDOW GLAZING IN DINER & FLOORING/STS MOSTIC NAD IN 1ST FLOOR APARTMENT AND STAIRWELL,400,f,2017-11-20,2017-12-29,SHANNON SANDBERG,t,f,2017-12-29,PAA,COMPLETE,40.4541,-79.9982775
7254919,PAA170623,RESIDENCE 619 N. DALLAS AVENUE,618 N DALLAS AVE,PITTSBURGH,15208,450,917,DORE & ASSOCIATES,REMOVE & DISPOSE OF FLOOR TILE IN KITCHEN; BATHROOM; CLOSET; & BASEMENT,420,f,2017-11-20,2017-12-30,SHANNON SANDBERG,t,f,2017-12-30,PAA,COMPLETE,,
7254920,PAA170629,RESIDENCE 9 SHETLAND AVENUE,9  SHETLAND ST,PITTSBURGH,15206,200,917,DORE & ASSOCIATES,REMOVE & DISPOSE OF FLOOR TILE IN BEDROOM,210,f,2017-11-20,2017-11-30,SHANNON SANDBERG,t,f,2017-11-30,PAA,COMPLETE,,
7254921,PAA170648,RESIDENTIAL STRUCTURE - 111 CARRINGTON STTREET,111  CARRINGTON ST,PITTSBURGH,15212,450,917,DORE & ASSOCIATES,REMOVE FLOOR TILE FFOM BEDROOM AND ENTRY HALL,360,f,2017-12-05,2017-12-29,JOE YAKUBISIN,t,f,2017-12-29,PAA,COMPLETE,40.458906,-80.0086995
7254922,PAA180007,POST OFFICE & COURTHOUSE,700 GRANT ST,PITTSBURGH,15219,850,917,DORE & ASSOCIATES,REMOVE FLOOR TILE/MASTIC ON LEVEL 1 - SOUTH 118; 127; 131; 121;  PIPE/FITTINGS ON LEVEL 1 - SOUTH 112; 113; 114; 115; & FIRE DOOR ON LEVEL 1 - SOUTH 143 - REMOVE AN ADDITIONAL 25 SQUARE FEET OF FLOOR TILE,4584,t,2018-01-02,2018-07-17,SHANNON SANDBERG,t,t,2018-01-12,PAA,COMPLETE,40.442265,-79.994529
7254923,PAA180178,POST OFFICE & COURTHOUSE,700 GRANT ST,PITTSBURGH,15219,200,917,DORE & ASSOCIATES,REMOVE FLOOR TILE/MASTIC FROM 1-126,296,t,2018-02-10,2018-02-10,SHANNON SANDBERG,t,f,2018-02-10,PAA,COMPLETE,40.442265,-79.994529
7254924,PAA180691,VACANT RESIDENCE,700  ARMANDALE ST,PITTSBURGH,15212,850,916,DIVERSIFIED RESTORATION INNOVATIONS,"""REMOVE ROOF FLASHING TAR; BEIGE LINOLEUM & 12"""" GREEN FLOOR TILESON 2ND FLOOR IN BACK""",1030,f,2018-12-14,2018-12-30,JOE YAKUBISIN,t,f,2018-12-30,PAA,COMPLETE,,
7254925,PAA190544,PARKLANE APARTMENTS,5700  BUNKERHILL ST,PITTSBURGH,15206,1850,916,DIVERSIFIED RESTORATION INNOVATIONS,REMOVE BROWN MASTIC UNDER WALL TILE IN RESTROOMS,28037,t,2019-08-05,2020-08-04,JOE YAKUBISIN,t,f,2020-08-04,PAA,COMPLETE,40.479273,-79.9194285
7254926,PAA192017,BETTIS ATOMIC POWER LABORATORY,814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,15122,850,919,"FLUOR MARINE PROPULSION, LLC",REMOVE FLOOR TILE; MASTIC; PIPE LAGGING; ROOFING; TRANSITE; GALBESTOS; CAULKING; GASKETS; DRIP TAPE; JOINT COMPOUND; STAIR TREADS; PACKINGS; BRAKES; DUCT SEAL AND WIRING & ELECTRCAL COMPONENTS,160,t,2019-01-01,2019-12-31,MARC ITKIN,t,f,2019-12-31,PAA,COMPLETE,40.357224,-79.899138
7254927,PAA194474,VACANT RESIDENCE - 202/204 15TH STREET,202  15TH ST,SHARPSBURG,15215,450,916,DIVERSIFIED RESTORATION INNOVATIONS,REMOVE WINDOW CAULKING THROUGHOUT BUILDINGS AND 204 FIRST FLOOR TILE,650,f,2019-07-15,2019-08-31,JOE YAKUBISIN,t,f,2019-08-31,PAA,COMPLETE,,
7254928,PAA194561,198 OAKGLEN ROAD,,PITTSBURGH,15237,850,916,DIVERSIFIED RESTORATION INNOVATIONS,REMOVE FLOOR TILE ON TOP FLOOR; SINK UNDERCOATING IN RESTROOM; LOWER ROOF CURBING & UPPER ROOF FLASHING IN MAIN BUILDING,1690,f,2019-08-06,2019-10-31,JOE YAKUBISIN,t,f,2019-10-31,PAA,COMPLETE,40.540485,-80.0251591369999
7254929,PAA200255,BETTIS ATOMIC POWER LABORATORY,814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,15122,200,919,"FLUOR MARINE PROPULSION, LLC",REMOVE TRANSITE PANELS AND PIPE INSULATION IN WEST ROOMS 116 & 120,293,f,2020-05-22,2021-05-21,JOE YAKUBISIN,t,f,2021-05-21,PAA,COMPLETE,40.357224,-79.899138
7254930,PAA200264,PITTSBURGH DILWORTH PRE K-5,6200 STANTON AVE,PITTSBURGH,15206,1250,917,DORE & ASSOCIATES,REMOVE TSI FITTINGS IN CAFE 2; STORAGE 2C; CORRIDOR 19; 114B; SINKS & LAVS; VAT/MASTIC VAPOR BARRIER IN CAFÉ 2; KITCHEN 3; 101B; 115; 115A; 115B & 115C; SINK GASKETS IN 114B & 212A AND SINK COATING IKN 212A,2301,f,2020-06-08,2020-06-19,JOE YAKUBISIN,t,f,2020-06-30,PAA,COMPLETE,40.468194,-79.917435
7254931,PAA200298,SOUTH ALLEGHENY MIDDLE/HIGH SCHOOL,2743 WASHINGTON BLVD,LIBERTY,15133,1250,916,DIVERSIFIED RESTORATION INNOVATIONS,REMOVE FLOOR TILE IN OFFICES,3900,f,2020-06-19,2020-10-31,JOE YAKUBISIN,t,f,2020-10-31,PAA,COMPLETE,40.323816,-79.86798
7254932,PAA202003,DUQUESNE LIGHT COMPANY - 2825 NEW BEAVER AVE,,PITTSBURGH,15233,850,918,DUQUESNE LIGHT COMPANY,REMOVE ARC PROOF TAPE AND PROOFING CEMENT FROM VARIOUS VAULTS & MANHOLES AND WIRE COVERING FROM VARIOUS SUBSTATIONS,160,f,2020-01-03,2020-12-31,MARC ITKIN,t,f,2020-12-31,PAA,COMPLETE,40.4557024550001,-80.019300152
7254933,PAA202011,BETTIS ATOMIC POWER LABORATORY,814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,15122,850,919,"FLUOR MARINE PROPULSION, LLC",REMOVE FLOOR TILE; MASTIC; PIP LAGGING; ROOFING; TRANSITE & GALBESTOS FROM VARIOUS LOCATIONS THROUGHOUT THE FACILITY,159,t,2020-01-02,2020-12-31,MARC ITKIN,t,f,2020-12-31,PAA,COMPLETE,40.357224,-79.899138
7254934,PAA204421,BETTIS ATOMIC POWER LAB WASTE PROCESSING BLDG,814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,15122,200,919,"FLUOR MARINE PROPULSION, LLC",REMOVE DEMOLITION DEBRIS IN BASEMENT,284,f,2020-09-11,2021-09-10,JOE YAKUBISIN,t,f,2021-09-10,PAA,COMPLETE,40.357224,-79.899138
7254935,PAA204514,VACANT QUADPLEX,611  ARCH ST,CARNEGIE,15106,850,916,DIVERSIFIED RESTORATION INNOVATIONS,REMOVE ROOF FLASHING AND BUILD UP,1800,f,2020-11-13,2021-04-30,JOE YAKUBISIN,t,f,2021-04-30,PAA,COMPLETE,40.414077,-80.0836245
7254936,PAA212016,BETTIS ATOMIC POWER LABORATORY,814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,15122,850,919,"FLUOR MARINE PROPULSION, LLC",REMOVE FLOOR TILE; MASTIC; PIPE LAGGING; ROOFING; TRANSITE AND GLABESTOS IN VARIOUS LOCATION THROUGHOUT BUILDING,159,t,2021-01-01,2021-12-31,MARC ITKIN,t,f,2021-12-31,PAA,COMPLETE,40.357224,-79.899138
7254937,PAA214129,VACANT RESIDENCE,345  MOYHEND ST,SPRINGDALE BORO,15144,450,916,DIVERSIFIED RESTORATION INNOVATIONS,REMOVE LOWER LEVEL DUCT PACKING; WOOD FRAMED WINDOW GLAZING; AND FLOOR TILE FROM LOWER LEVEL MAIN KITCHEN AND UPPER BATH,352,f,2021-03-20,2021-12-31,JOE YAKUBISIN,t,f,2021-12-31,PAA,COMPLETE,40.542867,-79.7768145
7254938,PAA214471,VACANT GAS STATION - 433 W 7TH AVE,,TARENTUM,15084,450,916,DIVERSIFIED RESTORATION INNOVATIONS,REMOVE ROOF TAR PAPER AND MECHANICAL ROOM CLOTH VIBRATION DAMPER,994,f,2021-09-01,2022-03-01,JOE YAKUBISIN,t,f,2022-03-01,PAA,COMPLETE,40.600818594,-79.749725928
7254939,PAA220015,BETTIS ATOMIC POWER LAB G-BUILDING,814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,15122,1250,919,"FLUOR MARINE PROPULSION, LLC",REMOVE FLOOR TILE AND MASTIC IN G-CENTRAL AND PIPE LAGGING IN G-CENTRAL EAST WALL,4150,t,2022-01-04,2023-01-03,JOE YAKUBISIN,f,f,2023-01-03,PAA,EXPIRED,40.357224,-79.899138
7254940,PAA210641,VACANT COMMERCIAL PROPERTY,350 CURRY HOLLOW RD,PITTSBURGH,15236,1850,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE FRONT OPEN SPACE FLOOR TILE & MASTIC,20650,f,2021-12-24,2022-03-04,JOE YAKUBISIN,t,f,2022-03-04,PAA,COMPLETE,40.337442,-79.977825
7254941,PAA214043,VACANT RESIDENCE,532  MARION ST,EAST DEER,15030,350,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE SECOND FLOOR BATH FLOOR TILE AND KITCHEN FLOORING,340,f,2021-01-20,2021-04-02,JOE YAKUBISIN,t,f,2021-04-02,PAA,COMPLETE,,
7254942,PAA214044,VACANT RESIDENCE,445  MARION ST,EAST DEER,15030,350,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE LINOLEUM ON FIRST FLOOR IN THE KITCHEN AND BEDROOM,530,f,2021-01-20,2021-04-02,JOE YAKUBISIN,t,f,2021-04-02,PAA,COMPLETE,,
7254943,PAA214148,VACANT RESIDENCE,537  SPRUCE ST,MILLVALE,15209,350,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",ASBESTOS CONTAINING DEBRIS FROM ENTIRE STRUCTURE,2720,f,2021-03-18,2021-04-01,JOE YAKUBISIN,t,f,2021-04-01,PAA,COMPLETE,40.484781,-79.973658
7254944,PAA214187,VACANT RESIDENCE,723  CENTER ST,SPRINGDALE TOWNSHIP,15049,350,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE KITCHEN & BATHROOM SHEET FLOORING,270,f,2021-04-14,2021-09-03,JOE YAKUBISIN,t,f,2021-09-03,PAA,COMPLETE,40.5534478980001,-79.805724056
7254945,PAA214197,VACANT COMMERCIAL BUILDING,600  DUQUESNE BLVD,DUQUESNE,15110,450,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE FLOOR TILE AND MASTIC FROM 1ST FLOOR OFFICE AREA AND TAR ON MAIN ROOF STONE PARAPET,765,f,2021-04-15,2021-07-30,JOE YAKUBISIN,t,f,2021-07-30,PAA,COMPLETE,40.378986,-79.854012
7254946,PAA214233,DUQUESNE LIGHT POWER PLANT & CONVEYOR STRUCTURE,200 MCGOVERN BLVD,CRESCENT,15046,1250,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE TRANSITE SIDING AND ROOFING ON CONVEYOR WALKWAY AND WINDOW GLAZING ON CONVEYOR WALKWAY AND 1ST FLOOR OF STRUCTURE,2084,f,2021-04-26,2021-09-03,JOE YAKUBISIN,t,f,2021-09-03,PAA,COMPLETE,40.569867,-80.22951
7254947,PAA214292,CITY OF MCKEESPORT CONTROLLED PROPERTY,1834  WILLOW ST,MCKEESPORT,15132,350,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE ASBESTOS CONTAINING DEBRIS FROM ENTIRE STRUCTURE,4300,f,2021-05-25,2021-09-03,JOE YAKUBISIN,t,f,2021-09-03,PAA,COMPLETE,,
7254948,PAA214405,VACANT CHURCH - 312 LOCK STREET,,TARENTUM,15084,200,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",REMOVE BASEMENT DUCT TAPE; REAR ENTRY FIRST FLOOR FLOOR TILE & MASTIC; EXTERIOR WINDOW CAULKING AND ENTRY ROOF TAR PAPER,259,f,2021-07-29,2021-11-26,JOE YAKUBISIN,t,f,2021-11-26,PAA,COMPLETE,40.600818594,-79.749725928
7254949,DEM190007,VACANT RESIDENCE,222  JOSEPH ST,HOMESTEAD,15120,0,915,DJ DEMO COMPANY,DEMO IN PLACE,,f,2019-02-01,2019-04-30,MARC ITKIN,t,f,2019-04-30,DEM,COMPLETE,,
7254950,DEM190008,VACANT RESIDENCE,224  JOSEPH ST,HOMESTEAD,15120,0,915,DJ DEMO COMPANY,DEMO IN PLACE,,f,2019-02-01,2019-04-30,MARC ITKIN,t,f,2019-04-30,DEM,COMPLETE,,
7254951,DEM190011,VACANT RESIDENCE,232 W 14TH AVE,HOMESTEAD,15120,0,915,DJ DEMO COMPANY,DEMO IN PLACE,2500,f,2019-02-01,2019-04-30,MARC ITKIN,t,f,2019-04-30,DEM,COMPLETE,,
7254952,DEM190012,VACANT RESIDENCE,1210  SARAH ST,HOMESTEAD,15120,0,915,DJ DEMO COMPANY,DEMO IN PLACE,2500,f,2019-02-01,2019-04-30,MARC ITKIN,t,f,2019-04-30,DEM,COMPLETE,,
7254953,DEM190016,VACANT RESIDENCE,125 E 14TH AVE,HOMESTEAD,15120,0,915,DJ DEMO COMPANY,DEMO IN PLACE,2500,f,2019-02-01,2019-04-30,MARC ITKIN,t,f,2019-04-30,DEM,COMPLETE,,
7254954,DEM190017,VACANT RESICDENCE - REAR,125 E 14TH AVE,HOMESTEAD,15120,0,915,DJ DEMO COMPANY,DEMO IN PLACE,2500,f,2019-02-01,2019-04-30,MARC ITKIN,t,f,2019-04-30,DEM,COMPLETE,,
7254955,DEM190020,VACANT RESIDENCE,145 W 11TH AVE,HOMESTEAD,15120,0,915,DJ DEMO COMPANY,DEMO IN PLACE,2500,f,2019-02-01,2019-04-30,MARC ITKIN,t,f,2019-04-30,DEM,COMPLETE,40.4061665900001,-79.8990061599999
7254956,DEM190022,VACANT RESIDENCE,1115  BESSICA ST,WILKINSBURG,15221,0,915,DJ DEMO COMPANY,DEMO IN PLACE,2500,f,2019-01-23,2019-02-04,MARC ITKIN,t,f,2019-02-04,DEM,COMPLETE,40.446585,-79.87149
7254957,DEM190026,VACANT RESIDENCE,200 E 16TH AVE,HOMESTEAD,15120,0,915,DJ DEMO COMPANY,DEMO IN PLACE,158,f,2019-02-01,2019-04-30,MARC ITKIN,t,f,2019-04-30,DEM,COMPLETE,,
7254958,DEM190028,VACANT RESIDENCE,210 E 16TH AVE,HOMESTEAD,15120,0,915,DJ DEMO COMPANY,REMOVE CAULKING FROM WINDOWS,26,f,2019-02-01,2019-04-30,MARC ITKIN,t,f,2019-04-30,DEM,COMPLETE,,
7254959,DEM190029,VACANT RESIDENCE,109 W 13TH AVE,HOMESTEAD,15120,0,915,DJ DEMO COMPANY,REMOVE WINDOW CAULKING,35,f,2019-02-01,2019-04-30,MARC ITKIN,t,f,2019-04-30,DEM,COMPLETE,,
7254960,DEM190033,VACANT RESIDENCE,136 W 9TH AVE,HOMESTEAD,15120,0,915,DJ DEMO COMPANY,REMOVE BASEMENT STAR TREAD,60,f,2019-02-01,2019-04-30,MARC ITKIN,t,f,2019-04-30,DEM,COMPLETE,40.4060593520001,-79.910193217
7254961,DEM190086,RESIDENCE,245 E 20TH AVE,HOMESTEAD,15120,0,915,DJ DEMO COMPANY,RAZE DWELLING; HAUL AWAY ALL TRASH AND DEBRIS.  CLEAN VOID AND BACKFILLTHE LOT WITH COUTOUR OF STREET; SEED AND STRAW THE LOT.,1000,f,2019-03-06,2019-06-30,MARC ITKIN,t,f,2019-06-30,DEM,COMPLETE,,
7254962,DEM190153,VACANT RESIDENCE,648  CONSTITUTION CIR,CLAIRTON,15025,0,915,DJ DEMO COMPANY,RAZE DWELLING; HAUL AWAY ALL TRASH AND DEBRIS.  CLEAN BASEMENT VOID AND BACK FILL THE LOT WITH CONTOUR OF STREET,1500,f,2019-06-01,2019-06-21,MARC ITKIN,t,f,2019-06-21,DEM,COMPLETE,,
7254963,DEM190215,VACANT RESIDENCE,204 CHAMBERS ST,CLAIRTON,15025,0,915,DJ DEMO COMPANY,REMOVE FLOOR TILE IN KITCHEN AND ON STAIRS,135,f,2019-07-08,2019-10-31,MARC ITKIN,t,f,2019-10-31,DEM,COMPLETE,,
7254964,DEM190218,VACANT RESIDENCE,206 CHAMBERS ST,CLAIRTON,15025,0,915,DJ DEMO COMPANY,REMOVE CAULKING FROM FRONT DOOR,65,f,2019-07-08,2019-10-31,MARC ITKIN,t,f,2019-10-31,DEM,COMPLETE,,
7254965,DEM190240,VACANT RESIDENCE,91  PORT PERRY RD,NORTH VERSAILLES,15137,0,915,DJ DEMO COMPANY,REMOVE WINDOW CAULKING,100,f,2019-08-15,2019-09-22,JOE YAKUBISIN,t,f,2019-09-22,DEM,COMPLETE,40.382148806,-79.828576314
7254966,DEM190326,VACANT RESIDENCE,335 SAPPHIRE WAY,PITTSBURGH,15224,0,915,DJ DEMO COMPANY,RAZE 2-STORY FRAME HOUSE; HAUL AWAY ALL TRASH AND DEVRIS.  CLEAN BASEMENT VOID AND BACKFILL; LEVEL LOT WITH CONTOUR OF STREET,1500,f,2019-12-01,2019-12-31,JOE YAKUBISIN,t,f,2019-12-31,DEM,COMPLETE,40.461462,-79.9511715
7254967,DEM200151,,240  LOMBARD ST,PITTSBURGH,15219,0,915,DJ DEMO COMPANY,REMOVE DOOR AND WINDOW CAULKING,120,f,2020-11-16,2020-11-20,MARC ITKIN,t,f,2020-11-20,DEM,COMPLETE,,
7254968,DEM210096,UNOCCUPIED BINGO HALL,346  ELECTRIC AVE,EAST PITTSBURGH,15112,0,915,DJ DEMO COMPANY,REMOVE BROWN FLOOR TILE FROM TOP OF 2ND FLOOR STEPS,10,f,2021-07-05,2021-12-31,MARC ITKIN,t,f,2021-12-31,DEM,COMPLETE,40.402602,-79.836786
7254969,PAA140460,KOSSMAN BUILDING,875 GREENTREE RD,PITTSBURGH,15220,650,915,DJ DEMO COMPANY,FLOOR TILE ON 1ST FLOOR,3500,f,2014-11-03,2014-11-30,JOE YAKUBISIN,t,f,2014-11-30,PAA,COMPLETE,40.424517,-80.041743
7254970,PAA150136,GIANT EAGLE - PARKWAY CENTER,1165 MCKINNEY LN,PITTSBURGH,15220,150,915,DJ DEMO COMPANY,ROOF FLASHING,180,f,2015-03-17,2015-06-30,JOE YAKUBISIN,t,f,2015-06-30,PAA,COMPLETE,40.423005,-80.0350245
7254971,PAA160437,SHADYS BAR,322 N STATE ST,CLAIRTON,15025,650,915,DJ DEMO COMPANY,TAR ON ROOF;FLOOR TILE ON 2ND FLOOR AND DUCT WRAP,2088,f,2016-09-19,2016-09-29,JOE YAKUBISIN,t,f,2016-09-29,PAA,COMPLETE,40.304382666,-79.882849743
7254972,PAA160583,,1010 PENN AVE,WILKINSBURG,15221,650,915,DJ DEMO COMPANY,DEMOLITION AND REMOVAL OF COLLAPSED BUILDING; TO BE TREATED ENTIRELY AS ACWM,10000,f,2016-12-29,2017-01-31,MARC ITKIN,t,f,2017-01-31,PAA,COMPLETE,40.444175413,-79.885423502
7254973,PAA170159,,1492  MILL ST,WILKINSBURG,15221,850,915,DJ DEMO COMPANY,DEBRIS,,f,2017-03-14,2017-03-21,JOE YAKUBISIN,t,f,2017-03-21,PAA,COMPLETE,,
7254974,PAA170234,,712  3RD ST,CLAIRTON,15025,200,915,DJ DEMO COMPANY,FLOOR COVERING ON 1ST FLOOR/KITCHEN,160,f,2017-05-04,2017-05-31,JOE YAKUBISIN,t,f,2017-05-31,PAA,COMPLETE,40.289202,-79.8802245
7254975,PAA170286,1218 SHERMAN AVENUE,1218  SHERMAN ST,WILKINSBURG,15221,850,915,DJ DEMO COMPANY,TO RAZE 2 STORY BRICK DWELLING.  HAUL AWAY ALL DEBRIS; CLEAN VOID. BACKFILL VOID COVER OVER WITH DIRT AND SEED; STRAW LOT.,1200,f,2017-05-22,2017-05-24,JOE YAKUBISIN,t,f,2017-05-24,PAA,COMPLETE,40.413996,-79.868493
7254976,PAA170336,712/714 WEST STREET,712  WEST ST,WILKINSBURG,15221,850,915,DJ DEMO COMPANY,DEMOLISH SINGLE FAMILY HOMES. REMOVE ALL TRASH & DEBRI. CLEAN BASEMENT VOID. BREAKUP CONCRETE SLAB & BACKFILL W/CLEAN MATERIAL LEVEL LOT SPREAD GRASS SEED & STRAW.  WIL BE HAULED OUT AS ACM,2120,f,2017-06-06,2017-06-13,JOE YAKUBISIN,t,f,2017-06-13,PAA,COMPLETE,40.4447634970001,-79.890503143
7254977,PAA170364,564 MILLER AVENUE,564  MILLER AVE,CLAIRTON,15025,850,915,DJ DEMO COMPANY,RAZE TWO STORY STORE FRONT.  REMOVE ALL DEBRI & CLEANBASEMENT VOID.  BACKFILL WITH CLEAN FILL AND LEVEL LOT,,f,2017-07-08,2017-07-31,JOE YAKUBISIN,t,f,2017-07-31,PAA,COMPLETE,40.2919440250001,-79.883378326
7254978,PAA170400,640 MILLER AVENUE,640  MILLER AVE,CLAIRTON,15025,850,915,DJ DEMO COMPANY,REMOVE ROOFING; 9X9 BROWN FLOOR TILE & YELLOW FLOOR COVERING ON SECOND FLOOR,1849,f,2017-07-21,2017-07-28,JOE YAKUBISIN,t,f,2017-07-28,PAA,COMPLETE,40.2919440250001,-79.883378326
7254979,PAA170471,410 WADEELL AVE,410  WADDELL AVE,CLAIRTON,15025,398,915,DJ DEMO COMPANY,REMOVE BLACK TAR FROM ROOF; BEIGE TILE ON 2ND FLOOR RIGHT; 9X9 FLOOR TILE ON 1ST FLOOR RIGHT; BLACK MASTIC ON FIRST FLOOR; COVE BASE ON 2ND FLOOR; & INSULATION IN ELECTRICAL BOXES,6046,f,2017-08-30,2017-09-10,JOE YAKUBISIN,t,f,2017-09-10,PAA,COMPLETE,40.2943257410001,-79.885471173
7254980,PAA170472,428 ST. CLAIR AVENUE,428  ST CLAIR AVE,CLAIRTON,15025,850,915,DJ DEMO COMPANY,REMOVE ROOFING; FLOOR TILE/BASE COVE ON 2ND FLOOR; & FLOOR TILE/MASTIC ON 1ST FLOOR,10678,f,2017-08-30,2017-09-30,JOE YAKUBISIN,t,f,2017-09-30,PAA,COMPLETE,40.292279706,-79.882516878
7254981,PAA170602,152 LINCOLN AVENUE,152  LINCOLN WAY,CLAIRTON,15025,850,915,DJ DEMO COMPANY,REMOVE PLASTER FROM 1ST AND 2ND FLOORS,,f,2017-11-14,2017-11-30,SHANNON SANDBERG,t,f,2017-11-30,PAA,COMPLETE,,
7254982,PAA170603,156-158 LINCOLN AVENUE,156  LINCOLN WAY,CLAIRTON,15025,850,915,DJ DEMO COMPANY,REMOVE PLASTER THROUGHOUT BUILDING,,f,2017-01-01,2017-11-30,SHANNON SANDBERG,t,f,2017-11-30,PAA,COMPLETE,,
7254983,PAA180076,RONS BAR,3000  SHADELAND AVE,PITTSBURGH,15212,450,915,DJ DEMO COMPANY,REMOVE CAULKING FROM WINDOWS & MASTIC FROM BAR,970,f,2018-01-23,2018-01-31,JOE YAKUBISIN,t,f,2018-01-31,PAA,COMPLETE,,
7254984,PAA180096,374 HIGHLAND AVENUE,374  HIGHLAND AVE,TURTLE CREEK,15145,850,915,DJ DEMO COMPANY,REMOVE PLASTER (SKIM & BASE) THROUGHOUT BUILDING,16000,f,2018-02-09,2018-03-22,JOE YAKUBISIN,t,f,2018-03-22,PAA,COMPLETE,,
7254985,PAA180185,8449 PERRY HIGHWAY - PITTSBURGH; PA 15214,,PITTSBURGH,15214,850,915,DJ DEMO COMPANY,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,1800,f,2018-03-15,2018-03-24,JOE YAKUBISIN,t,f,2018-03-24,PAA,COMPLETE,40.4939014610001,-80.0176726889999
